CUSTOMER_ID,PRODUCTTYPE_ID,CURRENCY_ISO,CUSTOMER_SEGMENT,YIELD,DAYS_TO_MATURITY,AMOUNT_CHF(000),FULLNAME,TRADE_DATE,INDEX
STRING,STRING,STRING,STRING,REAL,INT,INT,STRING,DATE,STRING
52,116,USD,AAA,5.643,1330,484,USD Eurobonds Secondary,1996-02-12,T00929
52,116,USD,AAA,5.549,1663,363,USD Eurobonds Secondary,1996-02-12,T00930
48,116,USD,AAA,5.49,2201,299,USD Eurobonds Secondary,1996-02-12,T00931
16,118,USD,AAA,0.209,2639,2263,USD FRN,1996-02-12,T00932
52,118,USD,AAA,0.646,2675,363,USD FRN,1996-02-12,T00933
24,155,CAD,AAA,6.226,1766,251,CAD Eurobonds Primary,1996-02-13,T00934
12,156,CAD,AAA,5.799,671,238,CAD Eurobonds Secondary,1996-02-13,T00935
12,156,CAD,AAA,5.202,671,326,CAD Eurobonds Secondary,1996-02-13,T00936
12,156,CAD,AAA,5.259,671,374,CAD Eurobonds Secondary,1996-02-13,T00937
12,156,CAD,AAA,5.287,671,638,CAD Eurobonds Secondary,1996-02-13,T00938
12,156,CAD,AAA,6.056,771,264,CAD Eurobonds Secondary,1996-02-13,T00939
12,156,CAD,AAA,5.617,1060,273,CAD Eurobonds Secondary,1996-02-13,T00940
12,156,CAD,AAA,5.932,1067,906,CAD Eurobonds Secondary,1996-02-13,T00941
24,156,CAD,AAA,6.004,1140,139,CAD Eurobonds Secondary,1996-02-13,T00942
24,156,CAD,AAA,6.467,2148,173,CAD Eurobonds Secondary,1996-02-13,T00943
350,2,CHF,DDD,3.102,51,2150,CHF Domestic  Bond Secondary,1996-02-13,T00944
98,2,CHF,III,2.458,327,1000,CHF Domestic  Bond Secondary,1996-02-13,T00945
33,2,CHF,AAA,5.976,860,500,CHF Domestic  Bond Secondary,1996-02-13,T00946
134,2,CHF,EEE,4.061,1320,5000,CHF Domestic  Bond Secondary,1996-02-13,T00947
96,2,CHF,BBB,3.718,1829,250,CHF Domestic  Bond Secondary,1996-02-13,T00948
3,2,CHF,AAA,4.688,3354,100,CHF Domestic  Bond Secondary,1996-02-13,T00949
3,2,CHF,AAA,4.559,3481,150,CHF Domestic  Bond Secondary,1996-02-13,T00950
49,2,CHF,AAA,4.527,3481,5000,CHF Domestic  Bond Secondary,1996-02-13,T00951
68,2,CHF,GGG,4.527,3481,5000,CHF Domestic  Bond Secondary,1996-02-13,T00952
366,2,CHF,DDD,4.527,3481,5000,CHF Domestic  Bond Secondary,1996-02-13,T00953
135,2,CHF,EEE,4.546,3481,15000,CHF Domestic  Bond Secondary,1996-02-13,T00954
3,2,CHF,AAA,4.458,3656,300,CHF Domestic  Bond Secondary,1996-02-13,T00955
14,2,CHF,AAA,4.486,3683,1000,CHF Domestic  Bond Secondary,1996-02-13,T00956
98,5,CHF,III,2.314,338,2000,CHF European Government,1996-02-13,T00957
124,5,CHF,EEE,2.487,338,2000,CHF European Government,1996-02-13,T00958
350,5,CHF,DDD,2.504,729,2000,CHF European Government,1996-02-13,T00959
33,5,CHF,AAA,3.38,1488,750,CHF European Government,1996-02-13,T00960
350,5,CHF,DDD,3.387,1488,1290,CHF European Government,1996-02-13,T00961
33,5,CHF,AAA,4.239,3159,1000,CHF European Government,1996-02-13,T00962
359,5,CHF,DDD,4.254,3159,2000,CHF European Government,1996-02-13,T00963
18,5,CHF,AAA,4.374,3707,500,CHF European Government,1996-02-13,T00964
338,5,CHF,DDD,4.389,3707,500,CHF European Government,1996-02-13,T00965
14,5,CHF,AAA,4.374,3707,1500,CHF European Government,1996-02-13,T00966
359,5,CHF,DDD,4.392,3707,2000,CHF European Government,1996-02-13,T00967
344,5,CHF,DDD,4.394,3707,2000,CHF European Government,1996-02-13,T00968
124,5,CHF,EEE,4.374,3707,3000,CHF European Government,1996-02-13,T00969
21,5,CHF,AAA,4.496,4347,200,CHF European Government,1996-02-13,T00970
18,5,CHF,AAA,4.493,4347,2000,CHF European Government,1996-02-13,T00971
3,5,CHF,AAA,4.489,4347,3000,CHF European Government,1996-02-13,T00972
18,4,CHF,AAA,5.502,778,1500,CHF Foreign  Bond Secondary,1996-02-13,T00973
18,4,CHF,AAA,2.709,778,2000,CHF Foreign  Bond Secondary,1996-02-13,T00974
18,4,CHF,AAA,4.094,1069,1000,CHF Foreign  Bond Secondary,1996-02-13,T00975
53,4,CHF,AAA,3.245,1129,3850,CHF Foreign  Bond Secondary,1996-02-13,T00976
8,4,CHF,AAA,3.011,1157,200,CHF Foreign  Bond Secondary,1996-02-13,T00977
81,4,CHF,CCC,2.95,1280,60,CHF Foreign  Bond Secondary,1996-02-13,T00978
53,4,CHF,AAA,3.25,1406,2650,CHF Foreign  Bond Secondary,1996-02-13,T00979
18,4,CHF,AAA,3.937,1431,3000,CHF Foreign  Bond Secondary,1996-02-13,T00980
2132,4,CHF,FFF,3.857,1431,3500,CHF Foreign  Bond Secondary,1996-02-13,T00981
18,4,CHF,AAA,3.915,1449,100,CHF Foreign  Bond Secondary,1996-02-13,T00982
90,4,CHF,CCC,3.721,1449,3000,CHF Foreign  Bond Secondary,1996-02-13,T00983
18,4,CHF,AAA,3.882,1449,3000,CHF Foreign  Bond Secondary,1996-02-13,T00984
8,4,CHF,AAA,3.179,1757,150,CHF Foreign  Bond Secondary,1996-02-13,T00985
3,4,CHF,AAA,3.196,1757,275,CHF Foreign  Bond Secondary,1996-02-13,T00986
37,4,CHF,AAA,3.196,1757,400,CHF Foreign  Bond Secondary,1996-02-13,T00987
108,4,CHF,HHH,3.941,1816,3000,CHF Foreign  Bond Secondary,1996-02-13,T00988
37,4,CHF,AAA,3.982,1817,500,CHF Foreign  Bond Secondary,1996-02-13,T00989
18,4,CHF,AAA,4.088,1817,3000,CHF Foreign  Bond Secondary,1996-02-13,T00990
18,4,CHF,AAA,3.816,1834,250,CHF Foreign  Bond Secondary,1996-02-13,T00991
76,4,CHF,DDD,3.8,1836,1700,CHF Foreign  Bond Secondary,1996-02-13,T00992
21,4,CHF,AAA,4.071,1855,1000,CHF Foreign  Bond Secondary,1996-02-13,T00993
3,4,CHF,AAA,5.023,1952,250,CHF Foreign  Bond Secondary,1996-02-13,T00994
81,4,CHF,CCC,6.101,2119,45,CHF Foreign  Bond Secondary,1996-02-13,T00995
36,4,CHF,AAA,4.199,2418,100,CHF Foreign  Bond Secondary,1996-02-13,T00996
10,4,CHF,AAA,4.443,2470,5000,CHF Foreign  Bond Secondary,1996-02-13,T00997
18,4,CHF,AAA,4.331,2845,250,CHF Foreign  Bond Secondary,1996-02-13,T00998
18,4,CHF,AAA,4.551,2862,2000,CHF Foreign  Bond Secondary,1996-02-13,T00999
21,4,CHF,AAA,4.437,2954,500,CHF Foreign  Bond Secondary,1996-02-13,T01000
