CUSTOMER_ID,PRODUCTTYPE_ID,CURRENCY_ISO,CUSTOMER_SEGMENT,YIELD,DAYS_TO_MATURITY,AMOUNT_CHF(000),FULLNAME,TRADE_DATE,INDEX
STRING,STRING,STRING,STRING,REAL,INT,INT,STRING,DATE,STRING
21,276,AUD,AAA,7.224,1002,250,AUD Eurobonds Secondary,1996-02-01,T00001
21,276,AUD,AAA,7.266,1044,227,AUD Eurobonds Secondary,1996-02-01,T00002
21,276,AUD,AAA,7.266,1044,227,AUD Eurobonds Secondary,1996-02-01,T00003
21,276,AUD,AAA,7.428,1068,227,AUD Eurobonds Secondary,1996-02-01,T00004
53,156,CAD,AAA,6.169,981,176,CAD Eurobonds Secondary,1996-02-01,T00005
12,156,CAD,AAA,5.926,1072,114,CAD Eurobonds Secondary,1996-02-01,T00006
1,2,CHF,AAA,2.052,318,3000,CHF Domestic  Bond Secondary,1996-02-01,T00007
96,2,CHF,BBB,3.796,370,275,CHF Domestic  Bond Secondary,1996-02-01,T00008
96,2,CHF,BBB,3.547,594,110,CHF Domestic  Bond Secondary,1996-02-01,T00009
13,2,CHF,AAA,2.653,1100,500,CHF Domestic  Bond Secondary,1996-02-01,T00010
361,2,CHF,CCC,3.623,1702,100,CHF Domestic  Bond Secondary,1996-02-01,T00011
21,2,CHF,AAA,3.554,1841,100,CHF Domestic  Bond Secondary,1996-02-01,T00012
55,2,CHF,AAA,3.89,2045,1300,CHF Domestic  Bond Secondary,1996-02-01,T00013
96,2,CHF,BBB,3.796,2206,500,CHF Domestic  Bond Secondary,1996-02-01,T00014
10,2,CHF,AAA,3.956,2471,10000,CHF Domestic  Bond Secondary,1996-02-01,T00015
361,2,CHF,CCC,4.579,2581,100,CHF Domestic  Bond Secondary,1996-02-01,T00016
361,2,CHF,CCC,4.204,2609,50,CHF Domestic  Bond Secondary,1996-02-01,T00017
224,2,CHF,DDD,4.218,2904,500,CHF Domestic  Bond Secondary,1996-02-01,T00018
338,2,CHF,DDD,4.282,3602,500,CHF Domestic  Bond Secondary,1996-02-01,T00019
224,2,CHF,DDD,4.307,3602,1000,CHF Domestic  Bond Secondary,1996-02-01,T00020
135,5,CHF,EEE,4.383,1817,20000,CHF European Government,1996-02-01,T00021
10,5,CHF,AAA,4.409,1817,20000,CHF European Government,1996-02-01,T00022
10,5,CHF,AAA,3.905,2532,10000,CHF European Government,1996-02-01,T00023
350,5,CHF,DDD,4.123,3171,1250,CHF European Government,1996-02-01,T00024
337,5,CHF,DDD,4.312,3262,500,CHF European Government,1996-02-01,T00025
135,5,CHF,EEE,4.21,3262,20000,CHF European Government,1996-02-01,T00026
10,5,CHF,AAA,4.501,3509,15000,CHF European Government,1996-02-01,T00027
334,5,CHF,DDD,4.261,3719,1000,CHF European Government,1996-02-01,T00028
354,5,CHF,DDD,4.274,3719,1900,CHF European Government,1996-02-01,T00029
329,5,CHF,FFF,4.279,3719,4700,CHF European Government,1996-02-01,T00030
104,5,CHF,EEE,4.279,3719,5000,CHF European Government,1996-02-01,T00031
2066,3,CHF,AAA,2.877,1292,20000,CHF Foreign  Bond Primary,1996-02-01,T00032
14,3,CHF,AAA,3.073,1769,210,CHF Foreign  Bond Primary,1996-02-01,T00033
187,3,CHF,CCC,3.094,1769,7780,CHF Foreign  Bond Primary,1996-02-01,T00034
14,3,CHF,AAA,3.516,1846,150,CHF Foreign  Bond Primary,1996-02-01,T00035
81,3,CHF,CCC,3.425,1848,20,CHF Foreign  Bond Primary,1996-02-01,T00036
346,3,CHF,CCC,4.129,2590,2000,CHF Foreign  Bond Primary,1996-02-01,T00037
347,3,CHF,CCC,4.408,3661,1150,CHF Foreign  Bond Primary,1996-02-01,T00038
347,3,CHF,CCC,4.432,3667,1000,CHF Foreign  Bond Primary,1996-02-01,T00039
406,4,CHF,GGG,2.323,138,3000,CHF Foreign  Bond Secondary,1996-02-01,T00040
68,4,CHF,GGG,2.235,365,100,CHF Foreign  Bond Secondary,1996-02-01,T00041
14,4,CHF,AAA,2.666,530,100,CHF Foreign  Bond Secondary,1996-02-01,T00042
14,4,CHF,AAA,2.774,895,250,CHF Foreign  Bond Secondary,1996-02-01,T00043
81,4,CHF,CCC,2.966,1026,100,CHF Foreign  Bond Secondary,1996-02-01,T00044
81,4,CHF,CCC,3.341,1100,15,CHF Foreign  Bond Secondary,1996-02-01,T00045
68,4,CHF,GGG,4.507,1211,880,CHF Foreign  Bond Secondary,1996-02-01,T00046
78,4,CHF,DDD,4.555,1211,950,CHF Foreign  Bond Secondary,1996-02-01,T00047
14,4,CHF,AAA,3.284,1240,50,CHF Foreign  Bond Secondary,1996-02-01,T00048
81,4,CHF,CCC,3.098,1447,300,CHF Foreign  Bond Secondary,1996-02-01,T00049
37,4,CHF,AAA,3.098,1447,1200,CHF Foreign  Bond Secondary,1996-02-01,T00050
14,4,CHF,AAA,3.432,1566,50,CHF Foreign  Bond Secondary,1996-02-01,T00051
68,4,CHF,GGG,3.507,1566,180,CHF Foreign  Bond Secondary,1996-02-01,T00052
338,4,CHF,DDD,4.496,1575,2000,CHF Foreign  Bond Secondary,1996-02-01,T00053
81,4,CHF,CCC,-0.677,1594,50,CHF Foreign  Bond Secondary,1996-02-01,T00054
8,4,CHF,AAA,3.425,1638,150,CHF Foreign  Bond Secondary,1996-02-01,T00055
18,4,CHF,AAA,3.49,1687,150,CHF Foreign  Bond Secondary,1996-02-01,T00056
909,4,CHF,GGG,3.474,1792,2500,CHF Foreign  Bond Secondary,1996-02-01,T00057
13,4,CHF,AAA,3.445,1821,500,CHF Foreign  Bond Secondary,1996-02-01,T00058
81,4,CHF,CCC,3.636,1828,100,CHF Foreign  Bond Secondary,1996-02-01,T00059
362,4,CHF,DDD,3.512,1846,210,CHF Foreign  Bond Secondary,1996-02-01,T00060
81,4,CHF,CCC,3.815,1905,50,CHF Foreign  Bond Secondary,1996-02-01,T00061
18,4,CHF,AAA,3.841,1905,2000,CHF Foreign  Bond Secondary,1996-02-01,T00062
8,4,CHF,AAA,3.812,2045,150,CHF Foreign  Bond Secondary,1996-02-01,T00063
73,4,CHF,GGG,3.708,2076,150,CHF Foreign  Bond Secondary,1996-02-01,T00064
361,4,CHF,CCC,4.154,2170,350,CHF Foreign  Bond Secondary,1996-02-01,T00065
344,4,CHF,DDD,4.11,2198,2000,CHF Foreign  Bond Secondary,1996-02-01,T00066
338,4,CHF,DDD,5.105,2231,500,CHF Foreign  Bond Secondary,1996-02-01,T00067
81,4,CHF,CCC,4.917,2345,50,CHF Foreign  Bond Secondary,1996-02-01,T00068
361,4,CHF,CCC,3.753,2371,85,CHF Foreign  Bond Secondary,1996-02-01,T00069
49,4,CHF,AAA,4.162,2857,500,CHF Foreign  Bond Secondary,1996-02-01,T00070
10,4,CHF,AAA,4.162,2857,3000,CHF Foreign  Bond Secondary,1996-02-01,T00071
361,4,CHF,CCC,4.25,2874,120,CHF Foreign  Bond Secondary,1996-02-01,T00072
81,4,CHF,CCC,4.269,2874,170,CHF Foreign  Bond Secondary,1996-02-01,T00073
14,4,CHF,AAA,5.116,3573,100,CHF Foreign  Bond Secondary,1996-02-01,T00074
362,4,CHF,DDD,4.413,3667,100,CHF Foreign  Bond Secondary,1996-02-01,T00075
53,4,CHF,AAA,5.126,4274,700,CHF Foreign  Bond Secondary,1996-02-01,T00076
14,22,CHF,AAA,0.121,1513,300,CHF FRN,1996-02-01,T00077
9,125,DEM,AAA,8.594,1096,122,DEM Eurobonds Primary,1996-02-01,T00078
21,125,DEM,AAA,7.654,1840,815,DEM Eurobonds Primary,1996-02-01,T00079
1,126,DEM,AAA,5.032,483,897,DEM Eurobonds Secondary,1996-02-01,T00080
8,126,DEM,AAA,3.761,719,122,DEM Eurobonds Secondary,1996-02-01,T00081
47,126,DEM,AAA,4.497,1255,122,DEM Eurobonds Secondary,1996-02-01,T00082
47,126,DEM,AAA,4.931,1348,102,DEM Eurobonds Secondary,1996-02-01,T00083
47,126,DEM,AAA,5.178,1520,106,DEM Eurobonds Secondary,1996-02-01,T00084
21,126,DEM,AAA,5.651,2563,1630,DEM Eurobonds Secondary,1996-02-01,T00085
8,126,DEM,AAA,6.036,2847,143,DEM Eurobonds Secondary,1996-02-01,T00086
21,126,DEM,AAA,6.016,2910,261,DEM Eurobonds Secondary,1996-02-01,T00087
28,126,DEM,AAA,6.108,3358,245,DEM Eurobonds Secondary,1996-02-01,T00088
2025,126,DEM,AAA,6.165,3673,815,DEM Eurobonds Secondary,1996-02-01,T00089
21,120,DEM,AAA,3.535,536,383,DEM European Government,1996-02-01,T00090
53,146,XEU,AAA,5.348,358,814,ECU Eurobonds Secondary,1996-02-01,T00091
53,146,XEU,AAA,4.968,1028,269,ECU Eurobonds Secondary,1996-02-01,T00092
24,146,XEU,AAA,5.34,1097,392,ECU Eurobonds Secondary,1996-02-01,T00093
24,301,USD,AAA,12.649,613,121,Emerging Markets Eurobonds Sec,1996-02-01,T00094
24,301,USD,AAA,9,902,3033,Emerging Markets Eurobonds Sec,1996-02-01,T00095
21,301,USD,AAA,7.214,2563,242,Emerging Markets Eurobonds Sec,1996-02-01,T00096
2025,136,FRF,AAA,5.05,575,237,FRF Eurobonds Secondary,1996-02-01,T00097
1540,6,CHF,DDD,18.8,59,500,Futures Conf,1996-02-01,T00098
55,186,GBP,AAA,6.292,281,9150,GBP Eurobonds Secondary,1996-02-01,T00099
55,186,GBP,AAA,6.397,398,3660,GBP Eurobonds Secondary,1996-02-01,T00100
55,186,GBP,AAA,7.078,1793,18300,GBP Eurobonds Secondary,1996-02-01,T00101
12,165,ITL,AAA,9.23,687,114,ITL Eurobonds Primary,1996-02-01,T00102
12,166,ITL,AAA,9.23,687,114,ITL Eurobonds Secondary,1996-02-01,T00103
16,166,ITL,AAA,8.912,1066,380,ITL Eurobonds Secondary,1996-02-01,T00104
27,166,ITL,AAA,9.738,3653,1520,ITL Eurobonds Secondary,1996-02-01,T00105
21,200,NLG,AAA,3.964,895,113,NLG  European Government,1996-02-01,T00106
21,200,NLG,AAA,4.074,973,281,NLG  European Government,1996-02-01,T00107
21,200,NLG,AAA,4.292,1110,539,NLG  European Government,1996-02-01,T00108
12,115,USD,AAA,5.462,1089,424,USD Eurobonds Primary,1996-02-01,T00109
48,116,USD,AAA,7.785,565,303,USD Eurobonds Secondary,1996-02-01,T00110
12,116,USD,AAA,5.125,718,787,USD Eurobonds Secondary,1996-02-01,T00111
12,116,USD,AAA,5.026,732,121,USD Eurobonds Secondary,1996-02-01,T00112
21,116,USD,AAA,5.394,732,121,USD Eurobonds Secondary,1996-02-01,T00113
12,116,USD,AAA,4.93,775,448,USD Eurobonds Secondary,1996-02-01,T00114
12,116,USD,AAA,4.941,775,847,USD Eurobonds Secondary,1996-02-01,T00115
12,116,USD,AAA,4.941,775,847,USD Eurobonds Secondary,1996-02-01,T00116
12,116,USD,AAA,4.941,775,847,USD Eurobonds Secondary,1996-02-01,T00117
24,116,USD,AAA,5.218,859,243,USD Eurobonds Secondary,1996-02-01,T00118
53,116,USD,AAA,5.229,909,121,USD Eurobonds Secondary,1996-02-01,T00119
23,116,USD,AAA,5.337,1093,176,USD Eurobonds Secondary,1996-02-01,T00120
9,116,USD,AAA,5.217,1096,266,USD Eurobonds Secondary,1996-02-01,T00121
53,116,USD,AAA,5.406,1336,1089,USD Eurobonds Secondary,1996-02-01,T00122
24,116,USD,AAA,5.568,1341,309,USD Eurobonds Secondary,1996-02-01,T00123
52,116,USD,AAA,5.679,1341,787,USD Eurobonds Secondary,1996-02-01,T00124
52,116,USD,AAA,5.628,1341,847,USD Eurobonds Secondary,1996-02-01,T00125
22,116,USD,AAA,5.178,1352,484,USD Eurobonds Secondary,1996-02-01,T00126
48,116,USD,AAA,10.198,1373,605,USD Eurobonds Secondary,1996-02-01,T00127
52,116,USD,AAA,5.625,1645,242,USD Eurobonds Secondary,1996-02-01,T00128
24,116,USD,AAA,5.623,1714,243,USD Eurobonds Secondary,1996-02-01,T00129
53,116,USD,AAA,5.587,1714,2420,USD Eurobonds Secondary,1996-02-01,T00130
12,118,USD,AAA,6.237,2458,242,USD FRN,1996-02-01,T00131
12,118,USD,AAA,1.861,2783,121,USD FRN,1996-02-01,T00132
29,506,ZAR,AAA,13.093,372,165,ZAR Secondary,1996-02-01,T00133
2,506,ZAR,AAA,13.196,1398,289,ZAR Secondary,1996-02-01,T00134
100,7,CHF,HHH,-0.103,146,4000,Zinsoptions,1996-02-01,T00135
48,276,AUD,AAA,7.746,753,184,AUD Eurobonds Secondary,1996-02-02,T00136
48,276,AUD,AAA,8.047,1426,184,AUD Eurobonds Secondary,1996-02-02,T00137
48,276,AUD,AAA,8.523,3253,184,AUD Eurobonds Secondary,1996-02-02,T00138
96,2,CHF,BBB,2.875,412,48,CHF Domestic  Bond Secondary,1996-02-02,T00139
76,2,CHF,DDD,2.891,1067,550,CHF Domestic  Bond Secondary,1996-02-02,T00140
354,2,CHF,DDD,3.128,1094,5000,CHF Domestic  Bond Secondary,1996-02-02,T00141
343,2,CHF,DDD,3.818,1432,1000,CHF Domestic  Bond Secondary,1996-02-02,T00142
350,2,CHF,DDD,3.842,2044,2000,CHF Domestic  Bond Secondary,1996-02-02,T00143
37,2,CHF,AAA,4.713,2093,200,CHF Domestic  Bond Secondary,1996-02-02,T00144
96,2,CHF,BBB,3.873,2470,100,CHF Domestic  Bond Secondary,1996-02-02,T00145
47,2,CHF,AAA,4.201,2614,200,CHF Domestic  Bond Secondary,1996-02-02,T00146
339,2,CHF,DDD,4.815,2675,650,CHF Domestic  Bond Secondary,1996-02-02,T00147
14,2,CHF,AAA,2.367,2873,385,CHF Domestic  Bond Secondary,1996-02-02,T00148
27,1,USD,AAA,4.919,1043,85,CHF Domestic Bond  Primary,1996-02-02,T00149
27,1,USD,AAA,5.054,1050,363,CHF Domestic Bond  Primary,1996-02-02,T00150
27,1,GBP,AAA,-0.396,1054,366,CHF Domestic Bond  Primary,1996-02-02,T00151
27,1,ITL,AAA,8.836,1065,380,CHF Domestic Bond  Primary,1996-02-02,T00152
135,5,CHF,EEE,3.272,1499,20000,CHF European Government,1996-02-02,T00153
329,5,CHF,FFF,3.737,2348,4600,CHF European Government,1996-02-02,T00154
47,5,CHF,AAA,4.207,3170,200,CHF European Government,1996-02-02,T00155
135,5,CHF,EEE,4.267,3261,20000,CHF European Government,1996-02-02,T00156
53,3,CHF,AAA,2.827,1291,500,CHF Foreign  Bond Primary,1996-02-02,T00157
4,3,CHF,AAA,2.827,1291,500,CHF Foreign  Bond Primary,1996-02-02,T00158
53,3,CHF,AAA,3.127,1417,350,CHF Foreign  Bond Primary,1996-02-02,T00159
81,3,CHF,CCC,3.072,1768,140,CHF Foreign  Bond Primary,1996-02-02,T00160
68,4,CHF,GGG,2.206,252,250,CHF Foreign  Bond Secondary,1996-02-02,T00161
338,4,CHF,DDD,2.62,318,1000,CHF Foreign  Bond Secondary,1996-02-02,T00162
68,4,CHF,GGG,2.327,411,100,CHF Foreign  Bond Secondary,1996-02-02,T00163
81,4,CHF,CCC,3.046,894,150,CHF Foreign  Bond Secondary,1996-02-02,T00164
26,4,CHF,AAA,2.281,1026,100,CHF Foreign  Bond Secondary,1996-02-02,T00165
26,4,CHF,AAA,3.376,1088,100,CHF Foreign  Bond Secondary,1996-02-02,T00166
81,4,CHF,CCC,2.535,1091,150,CHF Foreign  Bond Secondary,1996-02-02,T00167
23,4,CHF,AAA,2.741,1168,250,CHF Foreign  Bond Secondary,1996-02-02,T00168
26,4,CHF,AAA,2.988,1355,100,CHF Foreign  Bond Secondary,1996-02-02,T00169
187,4,CHF,CCC,3.692,1442,300,CHF Foreign  Bond Secondary,1996-02-02,T00170
81,4,CHF,CCC,3.098,1446,25,CHF Foreign  Bond Secondary,1996-02-02,T00171
14,4,CHF,AAA,3.473,1791,300,CHF Foreign  Bond Secondary,1996-02-02,T00172
23,4,CHF,AAA,3.818,2078,250,CHF Foreign  Bond Secondary,1996-02-02,T00173
23,4,CHF,AAA,3.89,2175,250,CHF Foreign  Bond Secondary,1996-02-02,T00174
55,4,CHF,AAA,4.333,2336,200,CHF Foreign  Bond Secondary,1996-02-02,T00175
9,4,CHF,AAA,3.797,2370,100,CHF Foreign  Bond Secondary,1996-02-02,T00176
96,4,CHF,BBB,0.431,2396,40,CHF Foreign  Bond Secondary,1996-02-02,T00177
83,4,CHF,DDD,4.115,2429,500,CHF Foreign  Bond Secondary,1996-02-02,T00178
10,4,CHF,AAA,4.228,2756,1000,CHF Foreign  Bond Secondary,1996-02-02,T00179
23,4,CHF,AAA,4.199,2856,200,CHF Foreign  Bond Secondary,1996-02-02,T00180
21,4,CHF,AAA,4.199,2856,1000,CHF Foreign  Bond Secondary,1996-02-02,T00181
14,4,CHF,AAA,4.469,3561,45,CHF Foreign  Bond Secondary,1996-02-02,T00182
73,4,CHF,GGG,4.689,7201,130,CHF Foreign  Bond Secondary,1996-02-02,T00183
52,126,DEM,AAA,4.126,1062,410,DEM Eurobonds Secondary,1996-02-02,T00184
21,126,DEM,AAA,4.572,1179,1230,DEM Eurobonds Secondary,1996-02-02,T00185
21,126,DEM,AAA,4.572,1179,1230,DEM Eurobonds Secondary,1996-02-02,T00186
29,126,DEM,AAA,4.727,1417,90,DEM Eurobonds Secondary,1996-02-02,T00187
29,126,DEM,AAA,4.699,1417,164,DEM Eurobonds Secondary,1996-02-02,T00188
55,126,DEM,AAA,5.287,1651,410,DEM Eurobonds Secondary,1996-02-02,T00189
53,126,DEM,AAA,5.023,1817,2460,DEM Eurobonds Secondary,1996-02-02,T00190
28,126,DEM,AAA,5.196,1834,533,DEM Eurobonds Secondary,1996-02-02,T00191
53,126,DEM,AAA,4.475,1837,408,DEM Eurobonds Secondary,1996-02-02,T00192
48,126,DEM,AAA,5.582,2429,245,DEM Eurobonds Secondary,1996-02-02,T00193
52,126,DEM,AAA,5.564,2429,15170,DEM Eurobonds Secondary,1996-02-02,T00194
9,126,DEM,AAA,10.347,2561,408,DEM Eurobonds Secondary,1996-02-02,T00195
21,126,DEM,AAA,5.753,2562,3280,DEM Eurobonds Secondary,1996-02-02,T00196
55,120,DEM,AAA,6.008,3542,410,DEM European Government,1996-02-02,T00197
12,146,XEU,AAA,5.456,1019,164,ECU Eurobonds Secondary,1996-02-02,T00198
55,146,XEU,AAA,6.809,2936,754,ECU Eurobonds Secondary,1996-02-02,T00199
55,146,XEU,AAA,7.333,4029,528,ECU Eurobonds Secondary,1996-02-02,T00200
55,140,XEU,AAA,4.575,354,980,ECU European Government,1996-02-02,T00201
55,140,XEU,AAA,6.261,2274,603,ECU European Government,1996-02-02,T00202
55,140,XEU,AAA,6.278,2274,5980,ECU European Government,1996-02-02,T00203
55,140,XEU,AAA,6.634,3005,754,ECU European Government,1996-02-02,T00204
55,140,XEU,AAA,7.769,9579,452,ECU European Government,1996-02-02,T00205
24,301,USD,AAA,4.29,4337,1219,Emerging Markets Eurobonds Sec,1996-02-02,T00206
24,301,USD,AAA,10.565,8824,305,Emerging Markets Eurobonds Sec,1996-02-02,T00207
12,136,FRF,AAA,4.908,649,203,FRF Eurobonds Secondary,1996-02-02,T00208
12,136,FRF,AAA,5.166,825,142,FRF Eurobonds Secondary,1996-02-02,T00209
12,136,FRF,AAA,5.056,1392,88,FRF Eurobonds Secondary,1996-02-02,T00210
53,186,GBP,AAA,7.191,1792,185,GBP Eurobonds Secondary,1996-02-02,T00211
55,186,GBP,AAA,7.636,2621,2775,GBP Eurobonds Secondary,1996-02-02,T00212
55,186,GBP,AAA,7.764,2936,2775,GBP Eurobonds Secondary,1996-02-02,T00213
12,166,ITL,AAA,9.228,686,76,ITL Eurobonds Secondary,1996-02-02,T00214
12,166,ITL,AAA,9.228,686,114,ITL Eurobonds Secondary,1996-02-02,T00215
12,166,ITL,AAA,9.228,686,129,ITL Eurobonds Secondary,1996-02-02,T00216
12,166,ITL,AAA,9.228,686,152,ITL Eurobonds Secondary,1996-02-02,T00217
27,115,USD,AAA,4.948,731,305,USD Eurobonds Primary,1996-02-02,T00218
1,115,USD,AAA,4.974,731,908,USD Eurobonds Primary,1996-02-02,T00219
9,115,USD,AAA,4.948,731,1210,USD Eurobonds Primary,1996-02-02,T00220
12,115,USD,AAA,5.132,1067,175,USD Eurobonds Primary,1996-02-02,T00221
9,115,USD,AAA,5.426,1088,1219,USD Eurobonds Primary,1996-02-02,T00222
2025,115,USD,AAA,5.482,1110,1210,USD Eurobonds Primary,1996-02-02,T00223
28,115,USD,AAA,5.444,1853,608,USD Eurobonds Primary,1996-02-02,T00224
2025,115,USD,AAA,5.455,1853,2420,USD Eurobonds Primary,1996-02-02,T00225
12,116,USD,AAA,4.951,550,121,USD Eurobonds Secondary,1996-02-02,T00226
55,116,USD,AAA,5.073,607,610,USD Eurobonds Secondary,1996-02-02,T00227
12,116,USD,AAA,4.88,717,206,USD Eurobonds Secondary,1996-02-02,T00228
12,116,USD,AAA,4.88,717,206,USD Eurobonds Secondary,1996-02-02,T00229
12,116,USD,AAA,4.88,717,206,USD Eurobonds Secondary,1996-02-02,T00230
12,116,USD,AAA,5.072,717,339,USD Eurobonds Secondary,1996-02-02,T00231
9,116,USD,AAA,4.938,717,1219,USD Eurobonds Secondary,1996-02-02,T00232
12,116,USD,AAA,4.963,731,70,USD Eurobonds Secondary,1996-02-02,T00233
12,116,USD,AAA,4.974,731,70,USD Eurobonds Secondary,1996-02-02,T00234
12,116,USD,AAA,5.255,808,303,USD Eurobonds Secondary,1996-02-02,T00235
12,116,USD,AAA,5.197,908,157,USD Eurobonds Secondary,1996-02-02,T00236
12,116,USD,AAA,5.197,908,303,USD Eurobonds Secondary,1996-02-02,T00237
2025,116,USD,AAA,5.216,908,1210,USD Eurobonds Secondary,1996-02-02,T00238
1,116,USD,AAA,4.999,949,914,USD Eurobonds Secondary,1996-02-02,T00239
12,116,USD,AAA,5.299,984,157,USD Eurobonds Secondary,1996-02-02,T00240
12,116,USD,AAA,5.075,991,871,USD Eurobonds Secondary,1996-02-02,T00241
52,116,USD,AAA,5.41,1266,182,USD Eurobonds Secondary,1996-02-02,T00242
28,116,USD,AAA,5.464,1503,608,USD Eurobonds Secondary,1996-02-02,T00243
55,116,USD,AAA,5.283,1764,854,USD Eurobonds Secondary,1996-02-02,T00244
55,116,USD,AAA,5.846,2251,610,USD Eurobonds Secondary,1996-02-02,T00245
25,116,USD,AAA,6,2794,605,USD Eurobonds Secondary,1996-02-02,T00246
55,116,USD,AAA,5.882,2812,244,USD Eurobonds Secondary,1996-02-02,T00247
48,116,USD,AAA,6.179,3203,244,USD Eurobonds Secondary,1996-02-02,T00248
48,116,USD,AAA,6.264,3293,244,USD Eurobonds Secondary,1996-02-02,T00249
55,116,USD,AAA,6.06,3447,915,USD Eurobonds Secondary,1996-02-02,T00250
11,116,USD,AAA,6.011,3660,121,USD Eurobonds Secondary,1996-02-02,T00251
12,118,USD,AAA,0.285,2426,201,USD FRN,1996-02-02,T00252
12,118,USD,AAA,0.281,2552,363,USD FRN,1996-02-02,T00253
23,506,ZAR,AAA,12.629,651,50,ZAR Secondary,1996-02-02,T00254
29,506,ZAR,AAA,12.079,2403,432,ZAR Secondary,1996-02-02,T00255
12,156,CAD,AAA,5.434,679,88,CAD Eurobonds Secondary,1996-02-05,T00256
12,156,CAD,AAA,5.956,1068,88,CAD Eurobonds Secondary,1996-02-05,T00257
28,156,CAD,AAA,5.767,1068,440,CAD Eurobonds Secondary,1996-02-05,T00258
12,156,CAD,AAA,6.559,2156,356,CAD Eurobonds Secondary,1996-02-05,T00259
2025,156,CAD,AAA,7.38,3628,836,CAD Eurobonds Secondary,1996-02-05,T00260
21,2,CHF,AAA,2.491,496,1000,CHF Domestic  Bond Secondary,1996-02-05,T00261
21,2,CHF,AAA,2.491,496,1000,CHF Domestic  Bond Secondary,1996-02-05,T00262
76,2,CHF,DDD,2.988,1064,500,CHF Domestic  Bond Secondary,1996-02-05,T00263
36,2,CHF,AAA,3.583,1597,150,CHF Domestic  Bond Secondary,1996-02-05,T00264
21,2,CHF,AAA,3.665,1815,300,CHF Domestic  Bond Secondary,1996-02-05,T00265
81,2,CHF,CCC,4.977,1956,10,CHF Domestic  Bond Secondary,1996-02-05,T00266
339,2,CHF,DDD,4.852,2228,500,CHF Domestic  Bond Secondary,1996-02-05,T00267
95,2,CHF,BBB,4.897,2228,500,CHF Domestic  Bond Secondary,1996-02-05,T00268
55,2,CHF,AAA,4.423,2445,100,CHF Domestic  Bond Secondary,1996-02-05,T00269
187,2,CHF,CCC,-0.471,2452,200,CHF Domestic  Bond Secondary,1996-02-05,T00270
339,2,CHF,DDD,4.562,2830,1000,CHF Domestic  Bond Secondary,1996-02-05,T00271
95,2,CHF,BBB,4.598,2830,1000,CHF Domestic  Bond Secondary,1996-02-05,T00272
130,2,CHF,EEE,4.543,3165,5000,CHF Domestic  Bond Secondary,1996-02-05,T00273
55,2,CHF,AAA,4.611,3165,5000,CHF Domestic  Bond Secondary,1996-02-05,T00274
130,2,CHF,EEE,4.496,3598,20000,CHF Domestic  Bond Secondary,1996-02-05,T00275
361,2,CHF,CCC,4.555,3632,100,CHF Domestic  Bond Secondary,1996-02-05,T00276
1,2,CHF,AAA,4.619,3654,100,CHF Domestic  Bond Secondary,1996-02-05,T00277
130,2,CHF,EEE,4.488,3664,2000,CHF Domestic  Bond Secondary,1996-02-05,T00278
21,1,CHF,AAA,4.467,3691,300,CHF Domestic Bond  Primary,1996-02-05,T00279
350,5,CHF,DDD,2.855,737,1550,CHF European Government,1996-02-05,T00280
135,5,CHF,EEE,3.458,1496,15000,CHF European Government,1996-02-05,T00281
55,5,CHF,AAA,3.768,2071,400,CHF European Government,1996-02-05,T00282
55,5,CHF,AAA,3.915,2192,500,CHF European Government,1996-02-05,T00283
231,5,CHF,GGG,3.93,2345,210,CHF European Government,1996-02-05,T00284
49,5,CHF,AAA,3.911,2345,500,CHF European Government,1996-02-05,T00285
55,5,CHF,AAA,3.937,2345,500,CHF European Government,1996-02-05,T00286
55,5,CHF,AAA,4.331,2987,250,CHF European Government,1996-02-05,T00287
55,5,CHF,AAA,4.329,3167,1250,CHF European Government,1996-02-05,T00288
49,5,CHF,AAA,4.329,3167,2000,CHF European Government,1996-02-05,T00289
49,5,CHF,AAA,4.418,3258,500,CHF European Government,1996-02-05,T00290
339,5,CHF,DDD,4.419,3258,1000,CHF European Government,1996-02-05,T00291
338,5,CHF,DDD,4.394,3715,1000,CHF European Government,1996-02-05,T00292
338,5,CHF,DDD,4.47,3715,1000,CHF European Government,1996-02-05,T00293
338,5,CHF,DDD,4.47,3715,1000,CHF European Government,1996-02-05,T00294
187,5,CHF,CCC,4.5,3715,5000,CHF European Government,1996-02-05,T00295
1,5,CHF,AAA,4.56,4355,300,CHF European Government,1996-02-05,T00296
49,5,CHF,AAA,4.892,6545,2000,CHF European Government,1996-02-05,T00297
21,3,CHF,AAA,4.635,3683,800,CHF Foreign  Bond Primary,1996-02-05,T00298
68,4,CHF,GGG,2.148,59,1300,CHF Foreign  Bond Secondary,1996-02-05,T00299
81,4,CHF,CCC,4.303,85,30,CHF Foreign  Bond Secondary,1996-02-05,T00300
18,4,CHF,AAA,2.662,1088,1000,CHF Foreign  Bond Secondary,1996-02-05,T00301
187,4,CHF,CCC,4.053,1474,200,CHF Foreign  Bond Secondary,1996-02-05,T00302
81,4,CHF,CCC,-0.679,1590,100,CHF Foreign  Bond Secondary,1996-02-05,T00303
81,4,CHF,CCC,4.067,1600,10,CHF Foreign  Bond Secondary,1996-02-05,T00304
49,4,CHF,AAA,3.947,1617,500,CHF Foreign  Bond Secondary,1996-02-05,T00305
88,4,CHF,CCC,3.818,1655,400,CHF Foreign  Bond Secondary,1996-02-05,T00306
